  6.9084561e+001	  7.3608774e+001	  7.2625386e+001	  7.7115794e+001	  1.0195868e+002	  1.0182894e+002	  1.0580796e+002	  1.0736786e+002	  8.9766270e+001	  8.4707524e+001	  9.0909572e+001	  8.6798352e+001	  8.2771697e+001	  8.4541684e+001	  8.5879231e+001	  8.2060330e+001	  8.4506446e+001	  7.6721569e+001	  8.5485600e+001	  8.7119564e+001	
  1.4430031e+002	  1.3853669e+002	  1.3698682e+002	  1.2922336e+002	  9.0058505e+001	  8.9253696e+001	  8.2508450e+001	  8.4936959e+001	  1.1857124e+002	  1.1870357e+002	  1.2579056e+002	  1.2316753e+002	  7.1572539e+001	  7.5070177e+001	  7.9880176e+001	  7.4053331e+001	  1.1356320e+002	  1.1182764e+002	  1.1418515e+002	  1.1422186e+002	
  1.0193967e+002	  9.7881527e+001	  9.9903944e+001	  9.9275594e+001	  8.5227986e+001	  8.5849245e+001	  8.2333534e+001	  8.6984262e+001	  1.1361603e+002	  1.1460139e+002	  1.1487092e+002	  1.1037165e+002	  8.4549579e+001	  9.4522080e+001	  8.2166695e+001	  8.7481066e+001	  8.6827357e+001	  8.5233609e+001	  9.4873725e+001	  8.8389574e+001	
  1.1383864e+002	  1.1024973e+002	  1.0373855e+002	  1.0546769e+002	  8.6288432e+001	  9.2611423e+001	  8.5197342e+001	  8.4286582e+001	  1.2959566e+002	  1.2593201e+002	  1.2571229e+002	  1.2378054e+002	  1.1693363e+002	  1.1674671e+002	  1.1992806e+002	  1.1650278e+002	  1.4605823e+002	  1.5224829e+002	  1.5315442e+002	  1.5192528e+002	
  9.6338405e+001	  8.6108439e+001	  8.9630797e+001	  1.0042391e+002	  1.0679539e+002	  9.9386218e+001	  1.0419307e+002	  9.6655584e+001	  1.3906098e+002	  1.3197614e+002	  1.3597363e+002	  1.3667979e+002	  6.5565646e+001	  5.8196127e+001	  6.7946748e+001	  6.3601667e+001	  1.3665736e+002	  1.4044343e+002	  1.3384997e+002	  1.3339650e+002	
  1.2254620e+002	  1.2626526e+002	  1.2230006e+002	  1.2258285e+002	  1.5191198e+002	  1.4812884e+002	  1.5010420e+002	  1.4648698e+002	  1.7905069e+002	  1.7902273e+002	  1.8150827e+002	  1.7900573e+002	  1.1476936e+002	  1.1800215e+002	  1.1108640e+002	  1.2113328e+002	  1.6745786e+002	  1.6916386e+002	  1.7498743e+002	  1.7444064e+002	
  6.2318638e+001	  5.6295079e+001	  5.6610846e+001	  6.1121077e+001	  1.3853715e+002	  1.3209781e+002	  1.4146974e+002	  1.4058448e+002	  8.8546856e+001	  8.9183790e+001	  9.5698234e+001	  1.0447314e+002	  6.1946286e+001	  6.7343226e+001	  6.9667514e+001	  6.6045933e+001	  1.1738916e+002	  1.2450312e+002	  1.2048044e+002	  1.3048540e+002	
  1.1751586e+002	  1.1500868e+002	  1.2014114e+002	  1.1626466e+002	  9.2673026e+001	  9.1179612e+001	  8.7978780e+001	  9.2650784e+001	  8.6584235e+001	  8.1691801e+001	  7.4625564e+001	  7.6804305e+001	  1.5593862e+002	  1.4183459e+002	  1.3862821e+002	  1.4958462e+002	  7.5663970e+001	  7.2774045e+001	  7.9583961e+001	  7.2825924e+001	
  6.1049784e+001	  6.7628006e+001	  5.8743930e+001	  6.4922314e+001	  5.5275190e+001	  5.0741512e+001	  4.8795689e+001	  5.0044882e+001	  8.6793590e+001	  8.7132873e+001	  7.7544406e+001	  7.8657112e+001	  8.9763772e+001	  8.7393580e+001	  7.9969351e+001	  8.8284384e+001	  8.1612485e+001	  7.2182568e+001	  8.6286998e+001	  7.2157936e+001	
  1.2350487e+002	  1.2029172e+002	  1.2509579e+002	  1.1745587e+002	  1.0978848e+002	  1.1660000e+002	  1.0819271e+002	  1.0783664e+002	  1.2363269e+002	  1.1628713e+002	  1.1835813e+002	  1.1598295e+002	  1.1990853e+002	  1.2478052e+002	  1.1960147e+002	  1.2985555e+002	  1.3721779e+002	  1.3597993e+002	  1.3362018e+002	  1.2878592e+002	
  1.4545750e+002	  1.5254391e+002	  1.5178026e+002	  1.4388172e+002	  1.6795570e+002	  1.7144091e+002	  1.6725116e+002	  1.7050918e+002	  1.6273271e+002	  1.6240162e+002	  1.6507462e+002	  1.6041177e+002	  1.6251721e+002	  1.5966959e+002	  1.6517373e+002	  1.5727748e+002	  1.5907308e+002	  1.4943498e+002	  1.5338613e+002	  1.5333707e+002	
  1.2255957e+002	  1.2752148e+002	  1.2819934e+002	  1.2066878e+002	  1.2501289e+002	  1.1966957e+002	  1.2641923e+002	  1.2016170e+002	  1.8132634e+002	  1.8619711e+002	  1.7198053e+002	  1.7533640e+002	  1.4358353e+002	  1.4218356e+002	  1.3986759e+002	  1.3619292e+002	  1.6960230e+002	  1.6459479e+002	  1.8189821e+002	  1.7140744e+002	
  6.4752272e+001	  7.7329188e+001	  7.4715933e+001	  7.2211143e+001	  7.9083963e+001	  7.9375215e+001	  8.2444910e+001	  8.4012333e+001	  1.3516021e+002	  1.3241808e+002	  1.3867916e+002	  1.4608699e+002	  6.4847874e+001	  6.5272035e+001	  5.9506415e+001	  5.7838847e+001	  1.0438009e+002	  1.0791301e+002	  9.8774729e+001	  9.8484065e+001	
  1.0221690e+002	  1.1087559e+002	  9.9582074e+001	  1.0667432e+002	  1.4014867e+002	  1.4950621e+002	  1.4188953e+002	  1.3754055e+002	  1.7624587e+002	  1.7764464e+002	  1.7122346e+002	  1.6634083e+002	  1.3849307e+002	  1.2795608e+002	  1.2526826e+002	  1.3176562e+002	  1.6545076e+002	  1.7470500e+002	  1.7381341e+002	  1.6757056e+002	
  1.3512894e+002	  1.2833783e+002	  1.3096374e+002	  1.3230325e+002	  7.3775475e+001	  7.2666020e+001	  6.9290931e+001	  6.9350863e+001	  1.0698418e+002	  1.0490979e+002	  1.0444632e+002	  1.0210485e+002	  1.4492898e+002	  1.4281723e+002	  1.3911038e+002	  1.4390634e+002	  7.1609259e+001	  6.8445660e+001	  6.2260998e+001	  7.2947758e+001	
  1.3481916e+002	  1.3199444e+002	  1.3852980e+002	  1.3683435e+002	  1.7960118e+002	  1.8050437e+002	  1.8425921e+002	  1.8335435e+002	  1.6460834e+002	  1.6824404e+002	  1.6475547e+002	  1.6407927e+002	  1.6053722e+002	  1.6749254e+002	  1.5797698e+002	  1.6514929e+002	  1.8735429e+002	  1.8511468e+002	  1.8343578e+002	  1.8620943e+002	
  1.4872942e+002	  1.5536018e+002	  1.5246737e+002	  1.6220336e+002	  1.2619706e+002	  1.1764976e+002	  1.2797249e+002	  1.1482186e+002	  1.5307618e+002	  1.5057166e+002	  1.5915837e+002	  1.5898265e+002	  1.5642826e+002	  1.4930586e+002	  1.5399635e+002	  1.5050039e+002	  1.4893581e+002	  1.4726878e+002	  1.5132054e+002	  1.3667445e+002	
  8.8917991e+001	  9.7259016e+001	  9.5134508e+001	  9.9599593e+001	  1.0129950e+002	  1.0008452e+002	  9.6917458e+001	  9.9298138e+001	  1.1944989e+002	  1.1720049e+002	  1.2439393e+002	  1.2879460e+002	  9.3961701e+001	  9.5966716e+001	  9.6011239e+001	  9.3273876e+001	  1.1610487e+002	  1.2154841e+002	  1.1370428e+002	  1.2241439e+002	
  5.1766720e+001	  4.3901854e+001	  4.2647967e+001	  4.1605656e+001	  7.1554964e+001	  6.7634187e+001	  6.7780420e+001	  7.0898878e+001	  5.8720661e+001	  5.2963500e+001	  5.9989983e+001	  6.1598566e+001	  5.6863875e+001	  6.5004998e+001	  6.4023070e+001	  5.9755784e+001	  1.1028038e+002	  1.1057732e+002	  1.0397593e+002	  9.8086048e+001	
  1.0408095e+002	  1.0187385e+002	  1.0792874e+002	  1.0629241e+002	  6.2789764e+001	  6.7476161e+001	  5.4986160e+001	  6.0585045e+001	  8.5704233e+001	  9.7269975e+001	  9.0004860e+001	  9.2178546e+001	  9.3521245e+001	  9.2300424e+001	  1.0120587e+002	  9.5166910e+001	  1.0296126e+002	  1.0189150e+002	  1.0689673e+002	  1.0017757e+002	
  1.0859238e+002	  1.1070938e+002	  1.0693513e+002	  1.0929624e+002	  1.0458432e+002	  1.0062579e+002	  1.0191469e+002	  1.0539699e+002	  5.1639424e+001	  5.6358578e+001	  5.1790098e+001	  5.1403980e+001	  8.2935554e+001	  7.6559396e+001	  7.7104564e+001	  7.4584700e+001	  1.1558658e+002	  1.1891565e+002	  1.1435863e+002	  1.1660824e+002	
  5.3942772e+001	  5.1994140e+001	  5.7422904e+001	  6.0536075e+001	  7.9779563e+001	  6.2271898e+001	  7.5079815e+001	  7.6047566e+001	  9.4555178e+001	  9.9187123e+001	  9.0589314e+001	  9.9096359e+001	  6.0545232e+001	  5.9159507e+001	  6.3633039e+001	  6.1984936e+001	  1.6728267e+002	  1.6120001e+002	  1.5786429e+002	  1.6015472e+002	
  1.3993853e+002	  1.3321351e+002	  1.3582297e+002	  1.3218185e+002	  1.4953991e+002	  1.4933505e+002	  1.5253655e+002	  1.5263448e+002	  1.1814350e+002	  1.2769121e+002	  1.2502014e+002	  1.2055595e+002	  1.5237701e+002	  1.5875629e+002	  1.4410321e+002	  1.5122346e+002	  1.5077895e+002	  1.4265447e+002	  1.5270073e+002	  1.5574811e+002	
  4.5524517e+001	  4.6465980e+001	  5.4507273e+001	  4.6336167e+001	  1.1966286e+002	  1.2193892e+002	  1.2822689e+002	  1.2840193e+002	  1.1438624e+002	  1.0724739e+002	  1.2176423e+002	  1.1452118e+002	  6.1234959e+001	  6.4161775e+001	  6.5353494e+001	  6.4159609e+001	  9.8301019e+001	  9.8720515e+001	  9.9598920e+001	  1.0097005e+002	
  1.0649387e+002	  1.1365854e+002	  1.0576997e+002	  1.1019003e+002	  1.7022004e+002	  1.7169801e+002	  1.7362254e+002	  1.7427031e+002	  9.8152584e+001	  1.0602887e+002	  1.0188600e+002	  1.0647029e+002	  1.0562039e+002	  1.0376710e+002	  9.5764394e+001	  1.0090294e+002	  1.0668427e+002	  1.0307644e+002	  1.1185220e+002	  1.1039923e+002	
  7.4330993e+001	  6.4943535e+001	  7.1729912e+001	  7.8857533e+001	  3.2592435e+001	  2.5388878e+001	  3.0603511e+001	  3.4167372e+001	  1.3291646e+002	  1.2413684e+002	  1.2949718e+002	  1.2034036e+002	  8.8356606e+001	  8.7403165e+001	  8.0547839e+001	  8.7061275e+001	  1.2747070e+002	  1.3218494e+002	  1.3274908e+002	  1.2931862e+002	
  1.5951699e+002	  1.6236621e+002	  1.6535101e+002	  1.6059698e+002	  1.5070201e+002	  1.4981796e+002	  1.5020462e+002	  1.5253997e+002	  1.5667330e+002	  1.6424215e+002	  1.6155405e+002	  1.5383078e+002	  1.4403418e+002	  1.3921895e+002	  1.4360269e+002	  1.4699266e+002	  1.4817808e+002	  1.4883521e+002	  1.4490557e+002	  1.4721706e+002	
  8.8284689e+001	  8.3389808e+001	  8.6040367e+001	  7.7293690e+001	  5.4877914e+001	  5.0786576e+001	  5.2734019e+001	  5.6064569e+001	  8.9528825e+001	  9.3022790e+001	  9.3486577e+001	  8.6126850e+001	  9.8636607e+001	  9.4350859e+001	  9.7493521e+001	  1.0377200e+002	  8.5485463e+001	  9.1509789e+001	  8.8804089e+001	  7.7808813e+001	
  1.0423064e+002	  1.0690842e+002	  9.6980826e+001	  1.0712038e+002	  1.0074568e+002	  9.1511626e+001	  1.0182567e+002	  1.0522354e+002	  1.3875665e+002	  1.3144876e+002	  1.3994570e+002	  1.3733166e+002	  6.5292794e+001	  7.7206751e+001	  7.4970547e+001	  7.6468917e+001	  1.3143918e+002	  1.3490606e+002	  1.3423976e+002	  1.3185544e+002	
